,genres,name,platform,score
3910,Adventure,Back to the Future: The Game -- Episode 2: Get Tannen!,iPad,7.0
3911,Action,Resident Evil Mercenaries VS,iPhone,6.0
3912,Action,Outland,Xbox 360,9.0
3913,Platformer,Super Bonk,Wii,5.5
3914,Adventure,Superbrothers: Sword & Sworcery EP,iPhone,9.5
3915,RPG,Ar tonelico Qoga: Knell of Ar Ciel,PlayStation 3,6.0
3916,Adventure,Gray Matter,PC,7.5
3917,Music,Michael Jackson: The Experience,PlayStation 3,6.0
3918,"Action, Compilation",Prince of Persia Classic Trilogy HD,PlayStation 3,8.0
3919,Sports,AFL Live,PlayStation 3,6.0
3920,"Action, RPG",Darkspore,PC,7.0
3921,Action,Mega Man X,Wii,9.0
3922,Platformer,The Fancy Pants Adventures,PlayStation 3,7.5
3923,"Sports, Action",NBA Jam,iPad,8.5
3924,Racing,MotorStorm Apocalypse,PlayStation 3,8.0
3925,Shooter,Operation Flashpoint: Red River,Xbox 360,7.5
3926,Shooter,Operation Flashpoint: Red River,PC,7.5
3927,Racing,MotorStorm Apocalypse,PlayStation 3,8.0
3928,Trivia,You Don't Know Jack [2011],iPhone,8.5
3929,Platformer,Raving Rabbids: Travel in Time 3D,Nintendo 3DS,4.5
3930,Shooter,Shadow Harvest: Phantom Ops,PC,4.5
3931,Platformer,The Fancy Pants Adventures,Xbox 360,7.5
3932,Shooter,Dino D-Day,PC,5.5
3933,Strategy,Patapon 3,PlayStation Portable,9.0
3934,Shooter,Section 8: Prejudice,Xbox 360,6.0
3935,Adventure,City of Secrets,iPhone,7.0
3936,Shooter,Conduit 2,Wii,7.5
3937,Platformer,DodoGo! Robo,Nintendo DSi,8.0
3938,Puzzle,World of Goo,iPhone,9.5
3939,RPG,Divinity II: The Dragon Knight Saga,Xbox 360,7.5
3940,Fighting,Mortal Kombat,PlayStation 3,8.0
3941,Fighting,Mortal Kombat,Xbox 360,8.0
3942,Shooter,Portal 2,PlayStation 3,9.5
3943,Shooter,Portal 2,PC,9.5
3944,Action,Streets of Rage 2,iPhone,5.0
3945,Shooter,Portal 2,Xbox 360,9.5
3946,"Action, RPG",Dungeon Hunter: Alliance,PlayStation 3,6.0
3947,Action,SpongeBob SquigglePants,Wii,5.0
3948,Shooter,Yar's Revenge,Xbox 360,6.0
3949,Shooter,Battlefield Play4Free,PC,6.0
3950,RPG,Final Fantasy IV: The Complete Collection,PlayStation Portable,9.0
3951,"Puzzle, Adventure",Might and Magic: Clash of Heroes,PlayStation 3,9.0
3952,Strategy,Theatre of War 3: Korea,PC,5.0
3953,"Puzzle, Adventure",Might and Magic: Clash of Heroes,Xbox 360,9.0
3954,Party,"Carnival Games: Monkey See, Monkey Do",Xbox 360,6.0
3955,Shooter,SOCOM 4: U.S. Navy SEALs,PlayStation 3,7.0
3956,Simulation,The Sims 3,Nintendo 3DS,7.5
3957,Action,Tom Clancy's Splinter Cell 3D,Nintendo 3DS,6.5
3958,Action,Anomaly: Warzone Earth,PC,8.0
3959,Action,Red Faction: Battlegrounds,PlayStation 3,5.0
3960,Action,Red Faction: Battlegrounds,Xbox 360,5.0
3961,Adventure,Monster Tale,Nintendo DS,8.5
3962,Racing,NASCAR The Game 2011,PlayStation 3,6.0
3963,Racing,NASCAR The Game 2011,Xbox 360,6.0
3964,Action,Samurai Warriors Chronicles,Nintendo 3DS,5.0
3965,Action,Assassin's Creed Brotherhood: The Da Vinci Disappearence,Xbox 360,6.5
3966,Action,Hoard,PC,7.5
3967,Action,The Dishwasher: Vampire Smile,Xbox 360,7.5
3968,Action,Moon Diver,PlayStation 3,7.0
3969,RPG,The Legend of Heroes: Trails in the Sky,PlayStation Portable,8.0
3970,"Puzzle, Action",Bust-A-Move Universe,Nintendo 3DS,6.0
3971,RPG,Mass Effect 2: Arrival,PC,7.0
3972,RPG,Mass Effect 2: Arrival,PlayStation 3,7.0
3973,Adventure,Gemini Rue,PC,9.0
3974,Sports,Top Spin 4,PlayStation 3,8.5
3975,Racing,Death Rally,iPhone,7.5
3976,Wrestling,WWE All Stars,PlayStation Portable,7.0
3977,"Music, Action",Chime Super Deluxe,PlayStation 3,8.5
3978,Platformer,Max & the Magic Marker,iPhone,6.5
3979,Action,Rush'N Attack Ex-Patriot,Xbox 360,4.0
3980,Adventure,Back to the Future: The Game -- Episode 2: Get Tannen!,PlayStation 3,8.0
3981,Action,Rush'N Attack Ex-Patriot,PlayStation 3,4.0
3982,Sports,Tiger Woods PGA Tour 12: The Masters,iPhone,8.0
3983,Action,Dynasty Warriors 7,Xbox 360,5.0
3984,Action,Dynasty Warriors 7,PlayStation 3,5.0
3985,Adventure,Back to the Future: The Game -- Episode 3: Citizen Brown,PC,7.5
3986,RPG,Mass Effect 2: Arrival,Xbox 360,7.0
3987,Wrestling,WWE All Stars,Xbox 360,7.0
3988,Wrestling,WWE All Stars,Wii,7.0
3989,Sports,Tiger Woods PGA Tour 12: The Masters,PlayStation 3,8.0
3990,Music,YooStar 2,PlayStation 3,5.0
3991,Racing,Shift 2 Unleashed,PlayStation 3,8.5
3992,Music,YooStar 2,Xbox 360,5.0
3993,Racing,Shift 2 Unleashed,Xbox 360,8.5
3994,Racing,Shift 2 Unleashed,PC,8.5
3995,Sports,Tiger Woods PGA Tour 12: The Masters,Wii,8.0
3996,Sports,Tiger Woods PGA Tour 12: The Masters,Xbox 360,8.0
3997,Pinball,War Pinball,iPhone,8.0
3998,Wrestling,WWE All Stars,PlayStation 3,7.0
3999,"Action, Adventure",LEGO Star Wars III: The Clone Wars,Nintendo 3DS,6.0
4000,Battle,Combat of Giants: Dinosaurs 3D,Nintendo 3DS,5.5
4001,"Action, Adventure",LEGO Star Wars III: The Clone Wars,Nintendo DS,6.0
4002,Action,Get Outta My Galaxy,iPhone,6.5
4003,"Adventure, Compilation",Tomb Raider Trilogy,PlayStation 3,7.5
4004,"Action, Adventure",LEGO Star Wars III: The Clone Wars,PlayStation Portable,6.0
4005,Platformer,Rayman 3D,Nintendo 3DS,5.5
4006,Action,Tom Clancy's Ghost Recon: Shadow Wars,Nintendo 3DS,7.0
4007,Racing,Asphalt 3D,Nintendo 3DS,3.0
4008,Adventure,The 3rd Birthday,PlayStation Portable,8.5
4009,Trivia,Minute to Win It,iPhone,2.5
4010,RPG,Final Fantasy III,iPhone,7.5
4011,Action,Super Monkey Ball 3D,Nintendo 3DS,7.5
4012,Simulation,The Sims Medieval,PC,8.5
4013,Action,Swarm,Xbox 360,8.5
4014,"Puzzle, Action",Bird Zapper!,iPhone,8.0
4015,Action,Naruto Shippuden: Kizuna Drive,PlayStation Portable,7.0
4016,Sports,Madden NFL Football,Nintendo 3DS,5.0
4017,Adventure,Warriors: Legends of Troy,PlayStation 3,6.0
4018,Action,Swarm,PlayStation 3,8.5
4019,Shooter,Ghostbusters: Sanctum of Slime,PlayStation 3,4.5
4020,Sports,Pro Evolution Soccer 2011,Nintendo 3DS,8.0
4021,Shooter,Ghostbusters: Sanctum of Slime,Xbox 360,4.5
4022,,Nintendogs + Cats: French Bulldog & New Friends,Nintendo 3DS,7.0
4023,"Action, Adventure",LEGO Star Wars III: The Clone Wars,PC,7.5
4024,,Nintendogs + Cats: Golden Retriever & New Friends,Nintendo 3DS,7.0
4025,Adventure,Superbrothers: Sword & Sworcery EP,iPad,9.5
4026,Sports,iStunt 2,iPhone,8.0
4027,,Nintendogs + Cats: Toy Poodle & New Friends,Nintendo 3DS,7.0
4028,Shooter,Battle: Los Angeles,PlayStation 3,5.5
4029,Shooter,Ghostbusters: Sanctum of Slime,PC,4.5
4030,"Puzzle, Action",Angry Birds Rio,Android,8.5
4031,Action,Hoard,PlayStation Portable,7.0
4032,Action,PlayStation Move Heroes,PlayStation 3,5.0
4033,Shooter,Crysis 2,Xbox 360,9.0
4034,Shooter,Crysis 2,PlayStation 3,9.0
4035,Action,Assassin's Creed Brotherhood: The Da Vinci Disappearence,PlayStation 3,6.5
4036,"Action, Adventure",LEGO Star Wars III: The Clone Wars,Wii,7.0
4037,Racing,Ridge Racer 3D,Nintendo 3DS,8.0
4038,Action,Arcade Essentials,Wii,4.5
4039,"Action, Adventure",LEGO Star Wars III: The Clone Wars,PlayStation 3,7.5
4040,Fighting,Super Street Fighter IV 3D Edition,Nintendo 3DS,8.5
4041,Shooter,Crysis 2,PC,9.0
4042,"Puzzle, Action",Angry Birds Rio,iPhone,8.5
4043,Simulation,Cities in Motion,PC,7.0
4044,"Action, Adventure",LEGO Star Wars III: The Clone Wars,Xbox 360,7.5
4045,Action,Atom Zombie Smasher,PC,7.5
4046,Flight,PilotWings Resort,Nintendo 3DS,7.0
4047,Platformer,Bit.Trip Runner,PC,7.0
4048,Simulation,Steel Diver,Nintendo 3DS,7.0
4049,Shooter,Rainbow Six: Shadow Vanguard,iPhone,6.5
4050,,Liqua Pop,iPhone,8.0
4051,RPG,Rift,PC,8.5
4052,Action,Assassin's Creed: Brotherhood,PC,8.0
4053,Card,Full House Poker,Xbox 360,8.0
4054,Sports,Top Spin 4,Xbox 360,8.5
4055,Action,Tapper World Tour,iPhone,8.5
4056,Shooter,Hard Corps: Uprising,PlayStation 3,8.5
4057,Puzzle,Slam Bolt Scrappers,PlayStation 3,5.5
4058,Strategy,Total War: Shogun 2,PC,9.0
4059,RPG,Jikandia: The Timeless Land,PlayStation Portable,5.5
4060,Action,Hobo with a Shotgun,iPhone,3.0
4061,Shooter,Battle: Los Angeles,Xbox 360,5.5
4062,Shooter,Battle: Los Angeles,PC,5.5
4063,Sports,Major League Baseball 2K11,Xbox 360,7.0
4064,Shooter,Homefront,PC,7.0
4065,Shooter,Homefront,Xbox 360,7.0
4066,Strategy,Risk: Factions,PC,7.5
4067,Sports,Major League Baseball 2K11,PlayStation 3,7.0
4068,Puzzle,2Bit,iPhone,7.5
4069,Shooter,Homefront,PlayStation 3,7.0
4070,RPG,Fallout: New Vegas -- Dead Money,PC,7.0
4071,Racing,Real Racing 2 HD,iPad,9.0
4072,,Land-a Panda,iPhone,8.0
4073,Adventure,Okamiden,Nintendo DS,8.5
4074,"Action, RPG",Dissidia 012 Final Fantasy,PlayStation Portable,9.0
4075,Puzzle,Inside a Star-Filled Sky,PC,9.0
4076,Action,Breakeroids,iPhone,8.0
4077,Action,Yakuza 4,PlayStation 3,6.5
4078,"Sports, Action",Speedball 2 Evolution,iPhone,6.5
4079,Action,Double Dragon,iPhone,5.5
4080,Puzzle,Kami Retro,iPhone,8.0
4081,"Action, Compilation",Dreamcast Collection,Xbox 360,5.0
4082,Platformer,Bomberman Hero,Wii,6.0
4083,RPG,Dragon Age II,PlayStation 3,8.5
4084,Sports,MLB 11: The Show,PlayStation 3,8.0
4085,Platformer,League of Evil,iPhone,9.0
4086,RPG,Dragon Age II,Xbox 360,8.5
4087,RPG,Dragon Age II,PC,8.5
4088,Sports,Fight Night Champion,iPhone,8.5
4089,Strategy,Hot Springs Story,iPhone,8.0
4090,RPG,Pokemon Black Version,Nintendo DS,9.0
4091,RPG,Pokemon White Version,Nintendo DS,9.0
4092,Racing,Remote Racers,Nintendo DSi,4.0
4093,Action,Bit.Trip Flux,Wii,8.5
4094,RPG,Fable III: Traitor's Keep,Xbox 360,8.0
4095,"Action, RPG",Torchlight,Xbox 360,8.0
4096,"Action, Adventure",Dead Space 2: Severed,PlayStation 3,7.0
4097,"Action, Adventure",Beyond Good & Evil HD,Xbox 360,8.5
4098,Shooter,Alien Breed 3: Descent,PC,6.5
4099,Shooter,Alien Breed 3: Descent,PlayStation 3,6.5
4100,Shooter,PixelJunk Shooter 2,PlayStation 3,8.0
4101,Platformer,Pucca's Kisses Game,Wii,6.5
4102,Adventure,Gods Eater Burst,PlayStation Portable,6.5
4103,Trivia,You Don't Know Jack [2011],Nintendo DS,6.0
4104,Adventure,Back to the Future: The Game -- Episode 2: Get Tannen!,PC,8.5
4105,Trivia,You Don't Know Jack [2011],Wii,7.5
4106,Sports,Fight Night Champion,Xbox 360,8.0
4107,Action,Bloodline Champions,PC,8.0
4108,Action,Food Processing,iPhone,8.0
4109,Strategy,Dungeons,PC,6.5
4110,"Action, RPG",Faxanadu,Wii,8.5
4111,Sports,Fight Night Champion,PlayStation 3,8.0
4112,RPG,Fallout: New Vegas -- Dead Money,PlayStation 3,6.5
4113,Platformer,A.R.E.S.: Extinction Agenda,PC,7.5
4114,Strategy,Apox,PC,4.5
4115,Strategy,"Warhammer 40,000: Dawn of War II -- Retribution",PC,8.5
4116,RPG,Hyperdimension Neptunia,PlayStation 3,6.0
4117,RPG,Trinity: Souls of Zill O'll,PlayStation 3,5.0
4118,Action,Knights Contract,PlayStation 3,3.5
4119,Action,Knights Contract,Xbox 360,3.5
4120,Platformer,Tiny Wings,iPhone,8.0
4121,RPG,Ys I & II Chronicles,PlayStation Portable,6.5
4122,Action,Bulletstorm,PlayStation 3,8.0
4123,Puzzle,Bejeweled Blitz Live,Xbox 360,7.0
4124,Action,Bulletstorm,PC,8.0
4125,Platformer,de Blob 2,Nintendo DS,7.5
4126,Racing,Ridge Racer Accelerated HD,iPad,6.5
4127,Action,Bulletstorm,Xbox 360,8.0
4128,Strategy,StarFront: Collision,iPhone,7.5
4129,Platformer,de Blob 2,Wii,8.0
4130,Platformer,de Blob 2,PlayStation 3,8.0
4131,RPG,Dragon Quest VI: Realms of Revelation,Nintendo DS,7.0
4132,Platformer,de Blob 2,Xbox 360,8.0
4133,Educational,Body and Brain Connection,Xbox 360,5.0
4134,Adventure,Back to the Future: The Game,iPad,7.5
4135,Puzzle,Cardboard Castle,iPhone,7.5
4136,Platformer,Volcano Escape,iPhone,6.5
4137,RPG,Radiant Historia,Nintendo DS,8.5
4138,Racing,Test Drive Unlimited 2,PC,5.5
4139,Racing,Test Drive Unlimited 2,Xbox 360,5.5
4140,Racing,Test Drive Unlimited 2,PlayStation 3,5.5
4141,Adventure,Back to the Future: The Game -- Episode 1: It's About Time,PlayStation 3,8.0
4142,Shooter,Hard Corps: Uprising,Xbox 360,8.5
4143,Puzzle,New Bust-A-Move,iPhone,6.5
4144,Shooter,Infinity Field HD,iPad,8.0
4145,Action,Ms. Pac-Man,iPad,6.0
4146,"Sports, Action",NBA Jam,iPhone,8.5
4147,Fighting,Marvel Vs. Capcom 3: Fate of Two Worlds,PlayStation 3,8.5
4148,Puzzle,Ramps,iPhone,7.0
4149,Fighting,Marvel Vs. Capcom 3: Fate of Two Worlds,Xbox 360,8.5
4150,RPG,Battleheart,iPhone,5.5
4151,Puzzle,Luxor HD,iPad,8.0
4152,Trivia,You Don't Know Jack [2011],PC,6.0
4153,Puzzle,Cover Orange,iPhone,8.5
4154,Platformer,Tales from Space: About a Blob,PlayStation 3,8.0
4155,Puzzle,Stacking,Xbox 360,8.5
4156,"Action, RPG",Crasher,PC,5.5
4157,Adventure,Sacred Odyssey: Rise of Ayden,iPhone,8.0
4158,Shooter,S.C.A.T.: Special Cybernetic Attack Team,Wii,7.5
4159,Trivia,You Don't Know Jack [2011],Xbox 360,8.5
4160,Puzzle,Stacking,PlayStation 3,8.5
4161,Trivia,You Don't Know Jack [2011],PlayStation 3,8.5
4162,RPG,Two Worlds II,PlayStation 3,6.0
4163,Strategy,Plants vs. Zombies,PlayStation 3,9.0
4164,Action,Breach,PC,6.0
4165,Strategy,Tactics Ogre: Let Us Cling Together,PlayStation Portable,8.5
4166,Shooter,Who's That Flying!?,PC,8.0
4167,Sports,Mario Sports Mix,Wii,6.5
4168,Platformer,Bionic Commando Rearmed 2,Xbox 360,6.0
4169,Action,Pac-Man: Championship Edition,PlayStation Portable,5.5
4170,Platformer,Explodemon!,PlayStation 3,8.0
4171,"Action, Adventure",Black Tiger,Wii,7.5
4172,RPG,Two Worlds II,PC,6.0
4173,Shooter,Killzone 3,PlayStation 3,8.5
4174,Platformer,Bionic Commando Rearmed 2,PlayStation 3,6.0
4175,Action,Devil May Cry 4 Refrain,iPhone,7.0
4176,RPG,Two Worlds II,Xbox 360,6.0
4177,Adventure,Hysteria Project 2,iPhone,5.0
4178,Shooter,1942 (Arcade),Wii,5.5
4179,"Action, RPG",Magicka,PC,7.0
4180,RPG,DC Universe Online,PlayStation 3,7.0
4181,"Action, RPG",Venetica,PC,6.0
4182,Shooter,Zeit 2,PC,7.0
4183,Adventure,Survivor,Nintendo DSi,4.5
4184,Adventure,Survivor,Wii,5.5
4185,RPG,DC Universe Online,PC,7.0
4186,Shooter,Zeit 2,Xbox 360,7.0
4187,Action,Shinobi III: Return of the Ninja Master,iPhone,6.5
4188,Strategy,Dark Lords,iPhone,7.5
4189,Action,Breach,Xbox 360,6.0
4190,"Action, Adventure",Dead Space Extraction,PlayStation 3,7.5
4191,RPG,Ash,iPhone,7.0
4192,Adventure,Strange Rain,iPhone,8.5
4193,"Action, Adventure",Spare Parts,PlayStation 3,4.5
4194,"Action, Adventure",Spare Parts,Xbox 360,4.5
4195,"Action, Adventure",Dead Space [mobile version],iPad,8.5
4196,"Action, Adventure",Dead Space [mobile version],iPhone,8.5
4197,Fighting,Virtua Fighter 2,iPhone,4.0
4198,Strategy,Glory Days: Tactical Defense,Nintendo DSi,7.5
4199,"Action, Adventure",Dead Space 2 (Limited Edition),PlayStation 3,9.0
4200,"Action, Adventure",Dead Space 2,PC,9.0
4201,Action,Dead Space 2,Xbox 360,9.0
4202,Racing,Road Blaster,iPhone,8.0
4203,Shooter,Mindjack,Xbox 360,4.0
4204,Shooter,Mindjack,PlayStation 3,4.0
4205,Shooter,Exed Exes (Arcade),Wii,3.5
4206,Strategy,Plants vs. Zombies,Nintendo DS,8.0
4207,RPG,"Prinny 2: Dawn of Operation Panties, Dood!",PlayStation Portable,7.0
4208,RPG,Mass Effect 2,PlayStation 3,9.5
4209,Shooter,MicroBot,PlayStation 3,6.5
4210,Action,Ghosts 'N Goblins (Arcade),Wii,7.0
4211,Adventure,Papa Sangre,iPhone,9.0
4212,RPG,Faery: Legends Of Avalon,PlayStation 3,7.0
4213,Action,Commando (Arcade),Wii,5.0
4214,Action,Venetica,PlayStation 3,6.0
4215,Action,Venetica,Xbox 360,6.0
4216,Platformer,Floe: A Little Bear Needs Your Help,iPhone,7.5
4217,"Racing, Action",JellyCar 2,Wii,3.5
4218,Platformer,Clumsy Bob,iPhone,7.5
4219,Puzzle,Burn the Rope,iPhone,7.5
4220,Adventure,Ghost Trick: Phantom Detective,Nintendo DS,8.5
4221,Shooter,SonSon (Arcade),Wii,6.0
4222,Action,Darius Twin,Wii,5.5
4223,"Puzzle, Action",Angry Birds,PlayStation Portable,7.5
4224,"Action, RPG",Kingdom Hearts: Re:coded,Nintendo DS,8.0
4225,Party,Hot Shots Shorties -- Bundle Pack,PlayStation Portable,5.5
4226,"Puzzle, Adventure",Ghost Mania,Wii,5.5
4227,Shooter,MicroBot,Xbox 360,6.5
4228,Puzzle,NightSky,PC,7.5
4229,Action,Ricochet HD,PlayStation 3,5.5
4230,Puzzle,Tetris (EA),PlayStation 3,8.5
4231,Puzzle,Ilomilo,Xbox 360,8.0
4232,Platformer,Lost in Shadow,Wii,7.5
4233,Music,Auditorium,PlayStation 3,8.5
4234,Platformer,LittleBigPlanet 2,PlayStation 3,9.0
4235,Trivia,MovieCat,iPhone,8.0
4236,Puzzle,Pictureka!,iPhone,7.0
4237,Puzzle,Drawn: The Painted Tower HD,iPad,9.0
4238,Action,Altered Beast,iPhone,6.0
4239,Action,Tron Legacy -- The Movie,iPhone,5.5
4240,"Action, Adventure",Dead Rising 2: Case West,Xbox 360,8.5
4241,Action,Pix'n Love Rush DX,iPad,7.5
4242,Adventure,Back to the Future: The Game -- Episode 1: It's About Time,PC,8.5
4243,Racing,Asphalt 6: Adrenaline,iPhone,7.5
4244,RPG,World of Warcraft: Cataclysm,PC,9.0
4245,Music,Dance Dance Revolution [Wii],Wii,7.0
4246,RPG,Fallout: New Vegas -- Dead Money,Xbox 360,6.5
4247,"Action, RPG",Secret of Mana [1993],iPhone,7.5
4248,Simulation,A World of Keflings,Xbox 360,8.0
4249,Shooter,Battlefield: Bad Company 2 [mobile],iPhone,5.0
4250,Shooter,Quake Arena Arcade,Xbox 360,7.0
4251,Shooter,A Space Shooter for Two Bucks!,PlayStation Portable,9.0
4252,Puzzle,Echochrome II,PlayStation 3,7.0
4253,Puzzle,Magical Drop II,Wii,6.5
4254,Action,Eat Them!,PlayStation 3,6.5
4255,Racing,Real Racing 2,iPhone,9.0
4256,Party,Mario Party 2,Wii,8.0
4257,Fighting,Ultimate Mortal Kombat 3,iPhone,4.5
4258,Action,Mafia II: Joe's Adventures,PlayStation 3,6.0
4259,Music,Dance Dance Revolution [2010],PlayStation 3,7.0
4260,"Action, Adventure",Lara Croft and the Guardian of Light HD,iPad,5.5
4261,Action,X-Men: The Arcade Game,PlayStation 3,7.5
4262,Adventure,"999: 9 Hours, 9 Persons, 9 Doors",Nintendo DS,9.0
4263,"Action, Adventure",Shadow Guardian,iPhone,8.5
4264,Shooter,Battlefield: Bad Company 2 -- Vietnam,PC,9.5
4265,Shooter,Battlefield: Bad Company 2 -- Vietnam,Xbox 360,9.5
4266,Puzzle,World of Goo,iPad,9.5
4267,Action,X-Men: The Arcade Game,Xbox 360,7.5
4268,Music,Lilt Line,Wii,7.5
4269,Adventure,Rudolph the Red-Nosed Reindeer,Wii,1.5
4270,Adventure,Braveheart,iPhone,7.5
4271,Shooter,N.O.V.A. 2: Near Orbit Vanguard Alliance,iPhone,8.5
4272,Action,Tron Evolution,PC,6.0
4273,Simulation,Flight Control HD,PC,8.0
4274,Shooter,Alien Breed 3: Descent,Xbox 360,6.5
4275,Action,Avenging Spirit,iPhone,5.0
4276,Puzzle,Rush,PC,8.0
4277,Simulation,SimCity Deluxe HD,iPad,7.5
4278,"Card, Battle",Yu-Gi-Oh! 5D's Duel Transer,Wii,7.0
4279,"Puzzle, Adventure",Mystery Case Files: 13th Skull,PC,7.0
4280,"Puzzle, Adventure",Puzzle Quest 2,iPhone,8.0
4281,Pinball,Marvel Pinball,PlayStation 3,8.0
4282,Action,Bomberman Live: Battlefest,Xbox 360,8.0
4283,Pinball,Marvel Pinball,Xbox 360,8.0
4284,"Action, Compilation",Intellivision Lives!,Nintendo DS,6.0
4285,Platformer,Super Mario All-Stars Limited Edition,Wii,7.0
4286,Sports,EA Sports Active 2,Wii,8.0
4287,Sports,EA Sports Active 2,PlayStation 3,8.0
4288,RPG,Divinity II: Flames of Vengeance,PC,6.0
4289,Fighting,Kung-Fu Live,PlayStation 3,4.0
4290,Action,Dead Rising [Mobile],iPhone,2.5
4291,Action,Space Ace,Nintendo DSi,3.0
4292,Puzzle,Fluidity,Wii,8.5
4293,Strategy,Dairojo! Samurai Defenders,Nintendo DSi,8.0
4294,RPG,Eternal Legacy,iPhone,8.0
4295,Platformer,LittleBigPlanet: Sackboy's Prehistoric Moves,PlayStation 3,6.5
4296,"Fighting, Action",Infinity Blade,iPhone,9.0
4297,Adventure,Harry Potter and the Deathly Hallows: Part 1,Wii,2.0
4298,Music,Michael Jackson: The Experience,Nintendo DS,6.5
4299,Party,Raving Rabbids: Travel in Time,Wii,7.0
4300,Shooter,Star Wars: Imperial Academy,iPhone,5.5
4301,Action,James Bond 007: Blood Stone,Nintendo DS,7.0
4302,Strategy,Lord of the Rings: Middle-earth Defense,iPhone,7.5
4303,Hunting,Deadliest Catch: Sea of Chaos,PlayStation 3,6.5
4304,Puzzle,Bejeweled 3,PC,8.0
4305,Action,Tron Evolution,Xbox 360,6.0
4306,Strategy,Rune Factory 3: A Fantasy Harvest Moon,Nintendo DS,8.0
4307,Action,Tron Evolution,PlayStation 3,6.0
4308,Music,Michael Jackson: The Experience,PlayStation Portable,5.5
4309,Music,Rock Band Reloaded,iPhone,7.5
4310,Adventure,Create,PC,6.0
4311,Trivia,Pictionary [2010],Wii,7.5
4312,Adventure,Create,Xbox 360,5.5
4313,Strategy,Clones,PC,6.5
4314,Action,Spin Master,Wii,6.0
4315,Sports,EA Sports Active 2,Xbox 360,7.0
4316,Music,Michael Jackson: The Experience,Wii,3.5
4317,Racing,Nail'd,PlayStation 3,5.5
4318,Action,Splatterhouse,PlayStation 3,4.0
4319,Platformer,Super Meat Boy,PC,9.0
4320,Racing,Nail'd,Xbox 360,5.5
4321,Action,Pac-Man Championship Edition DX,PlayStation 3,10.0
4322,Puzzle,Frenzic,Nintendo DSi,8.0
4323,Racing,Need for Speed: Hot Pursuit,PC,9.0
4324,Shooter,Dead Nation,PlayStation 3,7.5
4325,"Action, RPG",DeathSpank: Thongs of Virtue,PC,8.5
4326,Action,Splatterhouse,Xbox 360,4.0
4327,Action,Robot Unicorn Attack Christmas Edition,iPhone,5.0
4328,Puzzle,Zen Bound 2,PC,7.5
4329,"Puzzle, Action",Trucks and Skulls,iPhone,8.0
4330,Action,Dragon's Lair,PlayStation 3,4.5
4331,Trivia,Family Feud Decades,Wii,4.0
4332,Shooter,Silverfish,iPhone,8.5
4333,Sports,Street Slam,Wii,8.0
4334,Battle,Battle of Giants: Dinosaurs Strike,Wii,5.0
4335,Action,Beyblade: Metal Fusion -- Battle Fortress,Wii,4.5
4336,Shooter,Who's That Flying!?,PlayStation Portable,8.0
4337,"Action, Adventure",Disney Epic Mickey,Wii,8.0
4338,Racing,Gran Turismo 5,PlayStation 3,8.5
4339,RPG,Fable III: Understone Quest Pack,Xbox 360,4.5
4340,Action,Beyblade: Metal Fusion,Nintendo DS,4.0
4341,"Action, Adventure",LEGO Harry Potter: Years 1-4,iPhone,8.0
4342,Action,Majin and the Forsaken Kingdom,PlayStation 3,7.0
4343,Action,Majin and the Forsaken Kingdom,Xbox 360,7.0
4344,Sports,Baseball Superstars 2011,iPhone,8.0
4345,RPG,Golden Sun: Dark Dawn,Nintendo DS,7.5
4346,Action,Naruto Shippuden: Dragon Blade Chronicles,Wii,5.5
4347,Action,Apache: Air Assault,PlayStation 3,7.5
4348,"Action, Compilation",Namco Museum Megamix,Wii,5.0
4349,Racing,Split/Second,PlayStation Portable,5.0
4350,Card,Poker Night at the Inventory,PC,8.0
4351,Strategy,Star Wars: The Battle for Hoth,Windows Phone,6.5
4352,"Racing, Action",Crazy Taxi,PlayStation 3,6.0
4353,Platformer,Donkey Kong Country Returns,Wii,9.0
4354,Board,Monopoly Streets,Wii,6.5
4355,Shooter,Mushihimesama: Bug Panic,iPhone,7.5
4356,"Racing, Action",Crazy Taxi,Xbox 360,6.0
4357,Adventure,Create,Wii,6.0
4358,Adventure,Create,PlayStation 3,6.0
4359,Action,Splatterhouse [1988],iPhone,4.5
4360,Action,Apache: Air Assault,Xbox 360,7.5
4361,Shooter,Mutant Bash TV,iPhone,7.5
4362,Shooter,Star Wars Arcade: Falcon Gunner,iPhone,7.0
4363,RPG,Faery: Legends Of Avalon,Xbox 360,7.0
4364,"Card, Battle",Guardians of Graxia,PC,5.5
4365,"Sports, Action",NBA Jam,Xbox 360,7.5
4366,Strategy,Yu-Gi-Oh! 5D's Decade Duels,Xbox 360,4.5
4367,"Sports, Action",NBA Jam,PlayStation 3,7.5
4368,Shooter,Tom Clancy's Ghost Recon,Wii,3.0
4369,Platformer,The Sly Collection,PlayStation 3,8.5
4370,Action,Pac-Man Championship Edition DX,Xbox 360,10.0
4371,Simulation,Cities XL 2011,PC,7.0
4372,Action,Assassin's Creed: Brotherhood,PlayStation 3,8.0
4373,Adventure,Harry Potter and the Deathly Hallows: Part 1,PlayStation 3,2.0
