,date,game,platform,score
1544,2014-04-22,"Batman: Arkham Origins: Cold, Cold Heart","PC,PS3,Xbox 360",7.5
1545,2014-04-21,NES Remix 2,Wii-U,8
1546,2014-04-17,Trials Fusion,"PC,PS3,PS4,Xbox 360,Xbox One",8
1547,2014-04-17,Conception II: Children of the Seven Stars,"3DS,PSVita",7.5
1548,2014-04-16,Steins;Gate,"PC,PS3,PSVita,Xbox 360",8
1549,2014-04-14,Putty Squad,"3DS,PC,PS3,PS4,Wii-U,Xbox 360",5
1550,2014-04-14,Half-Minute Hero: The Second Coming,PC,8
1551,2014-04-10,MLB 14 The Show,"PS3,PS4,PSVita",8
1552,2014-04-09,Neo XYX,PC,8
1553,2014-04-09,Constant C,"PC,Xbox 360",6
1554,2014-04-08,Escape Goat 2,"Mac OS,PC",7
1555,2014-04-08,The Wolf Among Us: A Crooked Mile,"iPad,iPhone,Mac OS,PC,PS3,Xbox 360",7.5
1556,2014-04-07,Kinect Sports Rivals,Xbox One,7
1557,2014-04-05,Betrayer,PC,5
1558,2014-04-04,Call of Duty: Ghosts: Devastation,"PC,PS3,PS4,Xbox 360,Xbox One",7
1559,2014-04-03,Rusty's Real Deal Baseball,3DS,8
1560,2014-04-01,Mercenary Kings,"Mac OS,PC,PS4",9
1561,2014-04-01,BlazBlue: Chrono Phantasma,"PS3,PSVita",7.5
1562,2014-03-29,Dynasty Warriors 8: Xtreme Legends Complete Edition,"PC,PS4,PSVita",7.5
1563,2014-03-28,Yumi's Odd Odyssey,3DS,8
1564,2014-03-27,Toukiden: The Age of Demons,PSVita,6.5
1565,2014-03-26,Diablo III: Reaper of Souls,"Mac OS,PC,PS3,PS4,Xbox 360,Xbox One",9
1566,2014-03-25,BioShock Infinite: Burial at Sea: Episode 2,"PC,PS3,Xbox 360",8.5
1567,2014-03-25,Deception IV: Blood Ties,"PS3,PSVita",8.5
1568,2014-03-24,The Witch and the Hundred Knight,PS3,6
1569,2014-03-24,Blackguards,"Mac OS,PC",8
1570,2014-03-23,Powerpuff Girls: Defenders of Townsville,"Mac OS,PC",7
1571,2014-03-21,Pokemon Battle Trozei,3DS,6.5
1572,2014-03-21,The LEGO Movie Videogame,"PC,PS3,PS4,Wii-U,Xbox 360,Xbox One",7.5
1573,2014-03-19,Dragon Ball Z: Battle of Z,"PS3,PSVita,Xbox 360",5
1574,2014-03-18,Dead Rising 3: The Last Agent,Xbox One,4
1575,2014-03-18,Luftrausers,"Mac OS,PC,PS3,PSVita",8.5
1576,2014-03-18,Yaiba: Ninja Gaiden Z,"PC,PS3,Xbox 360",6
1577,2014-03-18,Metal Gear Solid V: Ground Zeroes,"PC,PS3,PS4,Xbox 360,Xbox One",8
1578,2014-03-18,Metal Gear Solid V: Ground Zeroes,"PS3,PS4,Xbox 360,Xbox One",8
1579,2014-03-17,Strike Vector,PC,7.5
1580,2014-03-16,Tappingo,3DS,4
1581,2014-03-13,Shadowrun: Dragonfall,"Mac OS,PC",8.5
1582,2014-03-13,Yoshi's New Island,3DS,7
1583,2014-03-12,Titanfall,"PC,PS4,Xbox 360,Xbox One",8
1584,2014-03-11,Infested Planet,"Mac OS,PC",7
1585,2014-03-10,Professor Layton and the Azran Legacy,3DS,7
1586,2014-03-07,Fractured Soul,"3DS,PC",8
1587,2014-03-07,Towerfall Ascension,"PC,PS4,PSVita",9.5
1588,2014-03-04,The Walking Dead: A House Divided,"iPhone,Mac OS,PC,PS3,PSVita,Xbox 360",8
1589,2014-03-04,South Park: The Stick of Truth,"PC,PS3,PS4,Xbox 360,Xbox One",8
1590,2014-03-03,Tower of Guns,"PC,PS3,PS4,Xbox One",8.5
1591,2014-03-02,Redux: Dark Matters,PC,6.5
1592,2014-03-01,Drunken Robot Pornography,PC,7.5
1593,2014-02-28,Pac-Man Museum,"PC,PS3,Xbox 360",7
1594,2014-02-27,Gunslugs,"Android,iPhone,PSVita",7.5
1595,2014-02-27,Basement Crawl,PS4,2
1596,2014-02-26,TxK,PSVita,8
1597,2014-02-25,Castlevania: Lords of Shadow 2,"PC,PS3,Xbox 360",6.5
1598,2014-02-25,Dead Rising 3: Chaos Rising,Xbox One,5.5
1599,2014-02-25,Rambo: The Video Game,"PC,PS3,Xbox 360",1
1600,2014-02-25,Plants vs. Zombies: Garden Warfare,"PC,PS3,PS4,Xbox 360,Xbox One",8
1601,2014-02-24,Steel Diver: Sub Wars,3DS,6
1602,2014-02-24,Thief,"PC,PS3,PS4,Xbox 360,Xbox One",7.5
1603,2014-02-21,Tales of Symphonia Chronicles,PS3,8
1604,2014-02-20,Inazuma Eleven,"3DS,DS",9
1605,2014-02-20,Weapon Shop De Omasse,3DS,8.5
1606,2014-02-18,Earth Defense Force 2025,"PC,PS3,Xbox 360",8.5
1607,2014-02-18,Strider,"PC,PS3,PS4,Xbox 360,Xbox One",9.5
1608,2014-02-17,Donkey Kong Country: Tropical Freeze,"Switch,Wii-U",10
1609,2014-02-14,Double Dragon: Neon,"PC,PS3,Xbox 360",9
1610,2014-02-14,The Last of Us: Left Behind,"PS3,PS4",9
1611,2014-02-13,AeternoBlade,"3DS,PSVita",7
1612,2014-02-12,Gigantic Army,PC,8
1613,2014-02-11,Dead Rising 3: Fallen Angel,Xbox One,6
1614,2014-02-11,One Piece: Romance Dawn,"3DS,PSP",4.5
1615,2014-02-11,Borderlands 2: Mad Moxxi and the Wedding Day Massacre,"Mac OS,PC,PS3,Xbox 360",7
1616,2014-02-11,Lightning Returns: Final Fantasy,PS3,7.5
1617,2014-02-10,Danganronpa: Trigger Happy Havoc,"PC,PSVita",8.5
1618,2014-02-08,The Castle Doctrine,"Mac OS,PC",7
1619,2014-02-06,Consortium,PC,7
1620,2014-02-06,Jazzpunk,"Mac OS,PC,PS4",7
1621,2014-02-04,Rekoil: Liberator,Xbox 360,2.5
1622,2014-02-04,Rekoil,PC,2.5
1623,2014-02-04,The Wolf Among Us: Smoke and Mirrors,"iPhone,PC,PS3,Xbox 360",8
1624,2014-02-04,The Sun at Night,PC,5.5
1625,2014-02-03,Fable Anniversary,"PC,Xbox 360",7.5
1626,2014-02-02,Sorcery Saga: Curse of the Great Curry God,PSVita,6
1627,2014-02-01,Dungeon Keeper,"Android,iPad,iPhone,PC",4
1628,2014-01-30,Octodad: Dadliest Catch,"Mac OS,PC,PS4,Switch,Wii-U,Xbox One",8
1629,2014-01-29,,,
1630,2014-01-29,Call of Duty: Ghosts Onslaught,"PC,PS3,PS4,Xbox 360,Xbox One",7.5
1631,2014-01-28,Bravely Default,3DS,9
1632,2014-01-28,Soul Fjord,Placeholder,4
1633,2014-01-24,Dead Rising 3: Operation Broken Eagle,Xbox One,5
1634,2014-01-24,Broken Age: Act 1,"PC,Placeholder",9.5
1635,2014-01-21,OlliOlli,"3DS,Mac OS,PC,PS3,PS4,PSVita,Wii-U,Xbox One",9.5
1636,2014-01-19,Continue?9876543210,"Mac OS,PC",4.5
1637,2014-01-17,Two Brothers,"Mac OS,PC,Wii-U,Xbox 360",4.5
1638,2014-01-15,Muramasa Rebirth,PSVita,7.5
1639,2014-01-15,Muramasa Rebirth: Fishy Tales of the Nekomata,PSVita,8.5
1640,2014-01-14,Nidhogg,"PC,PS4,PSVita",9
1641,2014-01-14,The Banner Saga,"Android,iPad,Mac OS,PC,PS4,PSVita,Xbox One",8
1642,2014-01-10,Baldur's Gate II: Enhanced Edition,"Mac OS,PC",8.5
1643,2014-01-10,Zen Pinball 2,"PS3,PS4,PSVita,Wii-U",9.5
1644,2014-01-09,Joe Danger Infinity,"iPad,iPhone",7
1645,2014-01-09,Castle Doombad,"Android,iPad,iPhone",9.5
1646,2014-01-03,indoor sports world,PSVita,3
1647,2014-01-02,Knytt Underground,Wii-U,7.5
1648,2014-01-02,Valdis Story: Abyssal City,PC,9
1649,2013-12-31,Dr. Luigi,Wii-U,7.5
1650,2013-12-31,Batman: Arkham Origins: Initiation,"PS3,Wii-U,Xbox 360",4
1651,2013-12-30,Ridge Racer Slipstream,"iPad,iPhone",7
1652,2013-12-29,Max: The Curse of Brotherhood,"PC,PS4,Xbox 360,Xbox One",8
1653,2013-12-25,,,
1654,2013-12-23,Borderlands 2: How Marcus Saved Mercenary Day,"Mac OS,PC,PS3,Xbox 360",5
1655,2013-12-21,Rush,"PSP,Wii-U",8
1656,2013-12-21,World of Warplanes,PC,7
1657,2013-12-20,Fightback,"Android,iPad,iPhone",5
1658,2013-12-19,NES Remix,Wii-U,7.5
1659,2013-12-19,Path of Exile,"PC,Xbox One",9
1660,2013-12-19,Colossatron,"Android,iPad,iPhone",7.5
1661,2013-12-18,Gomo,"Mac OS,PC",6
1662,2013-12-18,Teslagrad,"Mac OS,PC,PS3,PS4,PSVita,Wii-U,Xbox One",8
1663,2013-12-17,Assassin's Creed IV: Black Flag,"Android,iPhone,Mac OS,PC,PS3,PS4,Wii-U,Xbox 360,Xbox One",8.5
1664,2013-12-17,Assassin's Creed IV: Freedom Cry,"PC,PS3,PS4,Xbox 360,Xbox One",8.5
1665,2013-12-17,The Walking Dead: All That Remains,"PC,PS3,PSVita,Xbox 360",8
1666,2013-12-12,X Rebirth,PC,2.5
1667,2013-12-11,Ys: Memories of Celceta,PSVita,9.5
1668,2013-12-11,Samurai Gunn,"Mac OS,PC,PS4,PSVita",8
1669,2013-12-10,Beatbuddy: Tale of the Guardians,"Mac OS,PC",6
1670,2013-12-10,Doki-Doki Universe,"Android,iPad,iPhone,PS3,PS4,PSVita",7
1671,2013-12-09,Peggle 2,"PS4,Xbox 360,Xbox One",8
1672,2013-12-08,Assassin's Creed: Pirates,"iPad,iPhone",7.5
1673,2013-12-06,Gran Turismo 6,PS3,9
1674,2013-12-04,Saint Seiya: Brave Soldiers,PS3,6
1675,2013-12-04,Forced,"Mac OS,PC",7
1676,2013-12-03,Tiny Brains,"PC,PS3,PS4,Xbox 360",8
1677,2013-12-02,Rain Blood Chronicles: Mirage,PC,7
1678,2013-12-02,Desktop Dungeons,"Android,iPad,iPhone,Mac OS,PC",8
1679,2013-12-01,Senran Kagura Burst,3DS,5
1680,2013-11-29,BandFuse: Rock Legends,"PS3,Xbox 360",8.5
1681,2013-11-27,Mario Party: Island Tour,3DS,4
1682,2013-11-26,Soulcalibur 2 HD Online,"PS3,Xbox 360",8
1683,2013-11-26,Fighter Within,Xbox One,3
1684,2013-11-26,Borderlands 2: The Horrible Hunger of the Ravenous Wattle Gobble,"Mac OS,PC,PS3,Xbox 360",7
1685,2013-11-25,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,"3DS,PC,PS3,Wii-U,Xbox 360,Xbox One",2
1686,2013-11-24,Stick It to the Man,"PC,PS3,PS4,PSVita,Switch,Wii-U,Xbox One",9.5
1687,2013-11-23,Company of Heroes 2: Victory at Stalingrad,PC,8
1688,2013-11-23,The shivah,PC,7
1689,2013-11-22,Zoo Tycoon,"Xbox 360,Xbox One",7.5
1690,2013-11-21,Foul Play,"PC,PS4,PSVita,Xbox 360",5.5
1691,2013-11-21,Super Motherload,"Mac OS,PC,PS3,PS4",8
1692,2013-11-21,Ryse: Son of Rome,"PC,Xbox One",5
1693,2013-11-20,Wii Fit U,Wii-U,7
1694,2013-11-20,Powerstar Golf,Xbox One,7
1695,2013-11-20,Aquapazza: Aquaplus Dream Match,PS3,8.5
1696,2013-11-20,Forza Motorsport 5,Xbox One,9
1697,2013-11-20,Tearaway,PSVita,10
1698,2013-11-19,Super Mario 3D World,"3DS,Wii-U",10
1699,2013-11-18,Legends of Aethereus,"Mac OS,PC",3
1700,2013-11-18,Crimson Dragon,"Xbox 360,Xbox One",8
1701,2013-11-18,LocoCycle,"PC,Xbox 360,Xbox One",7
1702,2013-11-17,Need for Speed Rivals,"PC,PS3,PS4,Xbox 360,Xbox One",8
1703,2013-11-15,Contrast,"PC,PS3,PS4,PSVita,Xbox 360,Xbox One",6.5
1704,2013-11-14,Risk of Rain,"Mac OS,PC,PS4,PSVita",7
1705,2013-11-14,The Legend of Zelda: A Link Between Worlds,3DS,6.5
1706,2013-11-13,Knack,"Android,PS4",7
1707,2013-11-13,Resogun,"PS3,PS4,PSVita",9.5
1708,2013-11-12,Final Exam,"PC,PS3,Xbox 360",5
1709,2013-11-11,Beer Pong!,PS3,1
1710,2013-11-11,Football Manager 2014,"Mac OS,PC",8
1711,2013-11-11,Ratchet & Clank: Into the Nexus,PS3,8
1712,2013-11-11,XCOM: Enemy Within,"Mac OS,PC,PS3,Xbox 360",9
1713,2013-11-11,BioShock Infinite,"Mac OS,PC,PS3,Xbox 360",10
1714,2013-11-11,,,
1715,2013-11-11,Bioshock Infinite: Burial at Sea: Episode 1,"PC,PS3,Xbox 360",6.5
1716,2013-11-08,Mario & Sonic at the Sochi 2014 Olympic Winter Games,Wii-U,6
1717,2013-11-07,Rayman Fiesta Run,"Android,iPad,iPhone",8
1718,2013-11-06,LEGO Marvel Super Heroes,"3DS,PC,PS3,PS4,PSVita,Wii-U,Xbox 360,Xbox One",8.5
1719,2013-11-05,Call of Duty: Ghosts,"PC,PS3,PS4,Wii-U,Xbox 360,Xbox One",5
1720,2013-11-04,The Guided Fate Paradox,PS3,8
1721,2013-11-03,F1 2013,"PC,PS3,Xbox 360",8
1722,2013-11-02,Regular Show: Mordecai and Rigby in 8-Bit Land,3DS,7
1723,2013-10-31,Battlefield 4,"PC,PS3,PS4,Xbox 360,Xbox One",8
1724,2013-10-31,Batman: Arkham Origins Blackgate,"3DS,PC,PS3,PSVita,Wii-U,Xbox 360",3
1725,2013-10-30,Lily Looking Through,"Mac OS,PC",8
1726,2013-10-28,Batman: Arkham Origins,"PC,PS3,Wii,Wii-U,Xbox 360",3.5
1727,2013-10-28,WWE 2K14,"PS3,Xbox 360",9
1728,2013-10-24,Wii Party U,Wii-U,7
1729,2013-10-24,Phoenix Wright: Ace Attorney - Dual Destinies,"3DS,iPad,iPhone",9.5
1730,2013-10-23,Star Wars Pinball: Balance of the Force,"Android,iPhone,PC,PS3,PSVita,Xbox 360",9.5
1731,2013-10-22,Borderlands 2: T.K. Baha's Bloody Harvest,"Mac OS,PC,PS3,Xbox 360",5
1732,2013-10-21,Deus Ex: Human Revolution Director's Cut,"PC,PS1,PS3,Wii-U,Xbox 360",9
1733,2013-10-18,Sonic Lost World,"3DS,PC,Wii-U",7.5
1734,2013-10-17,Rune Factory 4,3DS,8
1735,2013-10-17,Atomic Ninjas,"PS3,PSVita",5.5
1736,2013-10-17,Valhalla Knights 3,PSVita,4.5
1737,2013-10-17,The Stanley Parable HD,"Mac OS,PC",10
1738,2013-10-14,Skylanders: Swap Force,"3DS,DS,PC,PS3,PS4,Wii,Wii-U,Xbox 360,Xbox One",8.5
1739,2013-10-11,Legend of Dungeon,"Mac OS,PC",7
1740,2013-10-11,Glare,"Mac OS,PC",7.5
1741,2013-10-11,Pokemon Y,3DS,9.5
1742,2013-10-10,The Wolf Among Us: Faith,"PC,PS3,Xbox 360",8
1743,2013-10-09,Total War: Rome II,"Mac OS,PC",7.5
1744,2013-10-08,Grand Theft Auto Online,"PC,PS3,PS4,Xbox 360,Xbox One",7
1745,2013-10-08,Shadow Warrior,"PC,PS4,Xbox 360,Xbox One",8.5
1746,2013-10-08,Beyond: Two Souls,"PS3,PS4",5
1747,2013-10-07,Disgaea D2: A Brighter Darkness,PS3,8
1748,2013-10-05,Scribblenauts Unmasked: A DC Comics Adventure,"3DS,PC,Wii-U",7
1749,2013-10-01,Gone Home,"Mac OS,PC,PS4,Wii-U,Xbox One",9
1750,2013-10-01,Electronic Super Joy,"Android,iPad,iPhone,Mac OS,PC,Wii-U,Xbox One",9
1751,2013-10-01,Skydive: Proximity Flight,"PC,PS3,Xbox 360",7.5
1752,2013-10-01,Rain,"PS3,PSP",8
1753,2013-09-26,Angry Video Game Nerd Adventures,"3DS,PC,Wii-U",8.5
1754,2013-09-25,Etrian Odyssey Untold: The Millennium Girl,3DS,8
1755,2013-09-25,Alien Rage,PC,3
1756,2013-09-24,Real Boxing,PSVita,6.5
1757,2013-09-23,Volgarr the Viking,"PC,PS4,PSVita,Switch,Wii-U,Xbox One",8
1758,2013-09-20,Angry Birds Star Wars II,"Android,iPad,iPhone",8
1759,2013-09-18,The Legend of Zelda: The Wind Waker HD,Wii-U,8.5
1760,2013-09-16,Kingdom Hearts HD 1.5 Remix,PS3,8.5
1761,2013-09-16,Grand Theft Auto V,"PC,PS3,PS4,Xbox 360,Xbox One",9
1762,2013-09-12,Card Hunter,"Mac OS,PC",8
1763,2013-09-11,MirrorMoon EP,"Mac OS,PC",6
1764,2013-09-10,The Wonderful 101,Wii-U,9
1765,2013-09-10,Killzone: Mercenary,PSVita,8
1766,2013-09-09,The Dark Eye: Memoria,PC,8.5
1767,2013-09-09,amnesia: a machine for pigs,"Mac OS,PC",7
1768,2013-09-09,Lost Planet 3,"PC,PS3,Xbox 360",5.5
1769,2013-09-09,Puppeteer,PS3,7
1770,2013-09-06,Expeditions: Conquistador,"Mac OS,PC",8.5
1771,2013-09-05,Tales of Xillia,PS3,9
1772,2013-09-05,Pokï¿½mon Rumble U,Wii-U,6
1773,2013-09-04,Hammerwatch,"Mac OS,PC",7
1774,2013-09-04,Outlast,"PC,PS4,Switch,Xbox One",9
1775,2013-09-03,Worms Clan Wars,PC,8.5
1776,2013-09-02,KickBeat,"PC,PS3,PSVita",8
1777,2013-08-31,Open Me!,PSVita,9
1778,2013-08-28,Call of Duty Black Ops II: Apocalypse,"PC,PS3,Xbox 360",6
1779,2013-08-27,Rayman Legends,"PC,PS3,PS4,PSVita,Wii,Wii-U,Xbox 360,Xbox One",8.5
1780,2013-08-27,Killer Is Dead,"PC,PS2,PS3,Xbox 360",7
1781,2013-08-26,Europa Universalis IV,"Mac OS,PC",9.5
1782,2013-08-25,New Super Luigi U,Wii-U,8
1783,2013-08-24,Disney Infinity,"3DS,iPad,PC,PS3,Wii,Wii-U,Xbox 360",7.5
1784,2013-08-23,Divekick,"PC,PS3,PS4,PSVita,Xbox One",9
1785,2013-08-23,Madden 25,"PS3,PS4,Xbox 360,Xbox One",7.5
1786,2013-08-21,SteamWorld Dig,"3DS,Mac OS,PC,PS4,PSVita,Switch,Wii-U,Xbox One",7.5
1787,2013-08-20,Saints Row IV,"PC,PS3,Xbox 360",9.5
1788,2013-08-20,Splinter Cell: Blacklist,"PC,PS3,Wii-U,Xbox 360",7.5
1789,2013-08-19,The Bureau: XCOM Declassified,"PC,PS3,Xbox 360",4.5
1790,2013-08-19,Layton Brothers: Mystery Room,"iPad,iPhone",8.5
1791,2013-08-19,Payday 2,"PC,PS3,PS4,Switch,Xbox 360,Xbox One",8
1792,2013-08-16,Dishonored: The Brigmore Witches,"PC,PS3,Xbox 360",9
1793,2013-08-15,Plants vs. Zombies 2: It's About Time,"Android,iPad,iPhone",9
1794,2013-08-14,Attack of the Friday Monsters! A Tokyo Tale,3DS,9
1795,2013-08-14,Ultima Forever: Quest for the Avatar,"iPad,iPhone,PC",6
1796,2013-08-13,The Denpa Men 2: Beyond the Waves,3DS,8
1797,2013-08-13,DuckTales Remastered,"iPhone,PC,PS3,Wii-U,Xbox 360",8
1798,2013-08-10,Mikey Hooks,"iPad,iPhone",7.5
1799,2013-08-10,Divinity: Dragon Commander,PC,7.5
1800,2013-08-09,Charlie Murder,"PC,Xbox 360",7.5
1801,2013-08-09,Pivvot,"iPad,iPhone,Mac OS,PC",8.5
1802,2013-08-08,Dropchord,"iPad,iPhone",6.5
1803,2013-08-07,Mario & Luigi: Dream Team,3DS,6.5
1804,2013-08-07,Brothers - a Tale of Two Sons,"PC,PS3,PS4,Xbox 360,Xbox One",8
1805,2013-08-06,Sky Tourist,"iPad,iPhone",6.5
1806,2013-08-05,Cloudberry Kingdom,"Mac OS,PC,PS3,PSVita,Wii-U,Xbox 360",6
1807,2013-08-04,Kid Tripp,"iPad,iPhone",8
1808,2013-08-03,The Drowning,"iPad,iPhone",5
1809,2013-08-02,Bloodmasque,"iPad,iPhone",6
1810,2013-08-01,Rise of theTriad,PC,8.5
1811,2013-07-31,Dragon's Crown,"PS3,PS4,PSVita",9.5
1812,2013-07-31,Pikmin 3,Wii-U,9.5
1813,2013-07-30,Teleglitch,"Mac OS,PC",8
1814,2013-07-30,Teleglitch: Die More Edition,"Mac OS,PC",8.5
1815,2013-07-29,Shadowrun Returns,"Android,iPad,iPhone,Mac OS,PC",8.5
1816,2013-07-26,Halo: Spartan Assault,"PC,Xbox 360,Xbox One",7
1817,2013-07-25,Face Noir,PC,5
1818,2013-07-24,Dota 2,"Mac OS,PC",9.5
1819,2013-07-23,Tiny Thief,"Android,iPad,iPhone",9.5
1820,2013-07-19,Dusty Revenge,"PC,PS3",6.5
1821,2013-07-16,Anno Online,PC,7
1822,2013-07-16,Dynasty Warriors 8,"PS3,Xbox 360",9
1823,2013-07-15,Time and Eternity,PS3,3.5
1824,2013-07-14,Civilization V: Brave New World,"Mac OS,PC",9
1825,2013-07-14,Mega Man Unlimited,"Mac OS,PC",9.5
1826,2013-07-11,Deus Ex: The Fall,"Android,iPad,iPhone,PC",7
1827,2013-07-10,Shin Megami Tensei IV,3DS,9.5
1828,2013-07-09,Project X Zone,3DS,8
1829,2013-07-08,Gun Monkeys,PC,7.5
1830,2013-07-05,The Walking Dead: 400 Days,"iPad,iPhone,Mac OS,PC,PS3,PSVita,Xbox 360",8
1831,2013-07-05,NCAA Football 14,"PS3,Xbox 360",6.5
1832,2013-07-03,Call of Duty: Black Ops II,"PC,PS3,Wii-U,Xbox 360",8.5
1833,2013-07-03,Call of Duty: Black Ops II: Vengeance,"PC,PS3,Xbox 360",7
1834,2013-07-03,Rush Bros.,PC,3
1835,2013-07-02,GRID 2,"PC,PS3,Xbox 360",6
1836,2013-07-02,Doodle Jump for Kinect,Xbox 360,5.5
1837,2013-07-01,Fist Puncher,PC,6
1838,2013-06-28,Deadpool,"PC,PS3,PS4,Xbox 360,Xbox One",7
1839,2013-06-27,Magrunner: Dark Pulse,"PC,PS3,Xbox 360",6.5
1840,2013-06-27,Rogue Legacy,"Mac OS,PC,PS3,PS4,PSVita,Xbox One",8.5
1841,2013-06-26,Ride to Hell: Retribution,"PC,PS3,Xbox 360",1
1842,2013-06-25,"7 Grand Steps, Step 1 - What Ancients Begat",PC,4
1843,2013-06-25,Company of Heroes 2,"Mac OS,PC",10
1844,2013-06-25,Borderlands 2: Tiny Tina's Assault on Dragon Keep,"PC,PS3,Xbox 360",9
1845,2013-06-24,Bugs vs. Tanks!,3DS,7.5
1846,2013-06-22,Jak and Daxter Collection,"PS3,PSVita",9
1847,2013-06-22,Jak and Daxter Collection (Vita),PSVita,6
1848,2013-06-22,Game & Wario,Wii-U,7.5
1849,2013-06-20,XCOM: Enemy Unknown,"Android,iPad,iPhone,Mac OS,PC,PS3,Xbox 360",9
1850,2013-06-18,The Yawhg,PC,7.5
1851,2013-06-18,Dungeons & Dragons: Chronicles of Mystara,"PC,PS3,Wii-U,Xbox 360",8.5
1852,2013-06-15,Mighty Switch Force! 2,"3DS,Wii-U",7.5
1853,2013-06-14,Mutant Mudds Deluxe,"PC,PS3,PSVita,Switch,Wii-U",8.5
1854,2013-06-13,State of Decay,"PC,Xbox 360",8.5
1855,2013-06-08,Wargame: AirLand Battle,PC,8.5
1856,2013-06-08,Go Home Dinosaurs!,iPad,8
1857,2013-06-07,CastleStorm,"PC,PS3,PSVita,Wii-U,Xbox 360",7.5
1858,2013-06-07,Rising Storm,PC,7.5
1859,2013-06-06,Super Puzzle Platformer Deluxe,PC,7
1860,2013-06-06,Kentucky Route Zero Episode 2,PC,8.5
1861,2013-06-05,The Incredible Adventures of Van Helsing,PC,5.5
1862,2013-06-05,The Last of Us,"Film or TV,PS3,PS4",10
1863,2013-06-04,Starseed Pilgrim,PC,9
1864,2013-06-04,Men's Room Mayhem,"Android,iPhone,PSVita",6.5
1865,2013-06-04,Animal Crossing: New Leaf,3DS,7
1866,2013-06-03,Gunpoint,PC,9.5
1867,2013-06-03,Might and Magic: Duel of Champions,PC,7
1868,2013-06-03,Remember Me,"PC,PS3,Xbox 360",6
1869,2013-06-02,Fester Mudd: Curse of the Gold - Episode One,"Android,iPad,Mac OS,PC",7
1870,2013-05-30,The Swapper,"PC,PS3,PS4,PSVita,Wii-U",10
1871,2013-05-29,The Night of the Rabbit,"Mac OS,PC",7.5
1872,2013-05-28,Dragon Fantasy Book I,"PS3,PSVita",5.5
1873,2013-05-28,Fuse,"PC,PS3,Xbox 360",4
1874,2013-05-24,StarDrive,PC,5.5
1875,2013-05-24,Best Park In the Universe - Regular Show,"iPad,iPhone",6.5
1876,2013-05-23,Leviathan: Warships,"Android,iPad,Mac OS,PC",7.5
1877,2013-05-23,Might & Magic Hereos VI: Shades of Darkness,PC,4
1878,2013-05-23,Call of Juarez: Gunslinger,"PC,PS3,Xbox 360",8.5
1879,2013-05-21,Sanctum 2,"PC,PS3,Xbox 360",7
1880,2013-05-20,Reus,PC,9
1881,2013-05-20,Plants vs. Zombies Adventures,PC,7.5
1882,2013-05-20,Resident Evil Revelations,"3DS,PC,PS3,PS4,Wii-U,Xbox 360,Xbox One",7
1883,2013-05-18,The Starship Damrey,3DS,6
1884,2013-05-17,Dust 514,"PC,PS3,Xbox 360",6
1885,2013-05-17,Donkey Kong Country Returns 3D,3DS,10
1886,2013-05-16,Eador: Masters of the Broken World,PC,6.5
1887,2013-05-15,Anomaly 2,"Mac OS,PC",7.5
1888,2013-05-14,Metal Gear Rising: Revengeance: Blade Wolf,"PS3,Xbox 360",7
1889,2013-05-14,Reef Shot,PC,5.5
1890,2013-05-13,Metro: Last Light,"Mac OS,PC,PS3,Wii-U,Xbox 360",7
1891,2013-05-10,Color Commando,DS,5.5
1892,2013-05-10,Victoria II: Heart of Darkness,PC,8.5
1893,2013-05-10,Game Dev Tycoon,"Mac OS,PC",5
1894,2013-05-08,Mario and Donkey Kong: Minis on the Move,3DS,9
1895,2013-05-07,Gears of War: Judgment: Call to Arms,Xbox 360,5
1896,2013-05-06,Star Command,"Android,iPad,iPhone",7
1897,2013-05-06,Mars: War Logs,"PC,PS3,Xbox 360",5
1898,2013-05-06,Poker Night at the Inventory 2,"iPad,iPhone,Mac OS,PC,PS3,Xbox 360",8
1899,2013-05-05,Jack Lumber,"iPhone,PC",8.5
1900,2013-05-04,Super Little Acorns 3D Turbo,3DS,8.5
1901,2013-05-04,Way of the Dogg,"Android,iPad,iPhone,PS3,Xbox 360",5.5
1902,2013-05-04,Deadly Premonition: The Director's Cut,"PC,PS3",8
1903,2013-05-03,Anodyne,"Mac OS,PC",6.5
1904,2013-05-03,,,
1905,2013-05-03,Haunted Hollow,"iPad,iPhone",7.5
1906,2013-05-02,Zeno Clash II,"PC,PS3,Xbox 360",5.5
1907,2013-04-30,Witch and Hero,3DS,5
1908,2013-04-30,Star Trek The Game,"PC,PS3,Xbox 360",4
1909,2013-04-30,Far Cry 3: Blood Dragon,"PC,PS3,PS4,Xbox 360",7
1910,2013-04-30,Soul Sacrifice,PSVita,8
1911,2013-04-29,Don't Starve,"iPad,Mac OS,PC,PS4,PSVita,Wii-U,Xbox One",8.5
1912,2013-04-29,Dragon's Dogma: Dark Arisen,"PC,PS3,PS4,Xbox 360,Xbox One",7.5
1913,2013-04-29,Strike Suit Infinity,PC,7.5
1914,2013-04-26,Signal Ops,PC,7
1915,2013-04-25,Guilty Gear XX Accent Core Plus R,"PC,PS3,PSVita,Xbox 360",7
1916,2013-04-24,Robot Unicorn Attack 2,"iPad,iPhone",9.5
1917,2013-04-24,The Sims 3: University Life,"Mac OS,PC",5
1918,2013-04-24,Assassin's Creed III: The Redemption,"PC,PS3,Wii-U,Xbox 360",7.5
1919,2013-04-24,Monaco: What's Yours is Mine,"Mac OS,PC,Xbox 360",9.5
